snapped_at	price	market_cap	total_volume
2017-11-20	7004.219753	1.16911E+11	1453919668
2017-11-21	6913.241895	1.15408E+11	2472450199
2017-11-22	6986.492899	1.16644E+11	1292982903
2017-11-23	6849.539059	1.14371E+11	1308357159
2017-11-24	6938.106396	1.15862E+11	1789647385
2017-11-25	7327.598159	1.22381E+11	1780329337
2017-11-26	7834.198749	1.30856E+11	2928932009
2017-11-27	8261.337713	1.38009E+11	3050086336
2017-11-28	8655.569939	1.44612E+11	2913962628
2017-11-29	8334.018622	1.39257E+11	8656840268
2017-11-30	8744.319544	1.46131E+11	6255163649
2017-12-01	9245.545231	1.54529E+11	4222326552
2017-12-02	9385.813901	1.56892E+11	2672851202
2017-12-03	9484.919474	1.5857E+11	4854645066
2017-12-04	9802.67262	1.63904E+11	2709829321
2017-12-05	10292.3089	1.72114E+11	2647802817
2017-12-06	11765.86195	1.96781E+11	4312768201
2017-12-07	15707.09379	2.6273E+11	14001203312
2017-12-08	14372.66652	2.40437E+11	20523884476
2017-12-09	12966.08126	2.16935E+11	6206146008
2017-12-10	13434.73567	2.24803E+11	8901777256
2017-12-11	14525.97174	2.43094E+11	6547403062
2017-12-12	14690.30805	2.45873E+11	3990753428
2017-12-13	13956.6064	2.33625E+11	3722683129
2017-12-14	14322.26751	2.39779E+11	3496710537
2017-12-15	15292.89283	2.56062E+11	5228074775
2017-12-16	16727.67991	2.80121E+11	4351910265
2017-12-17	16543.87901	2.77081E+11	3620864674
2017-12-18	16284.13387	2.72767E+11	4592516974
2017-12-19	15351.98999	2.57181E+11	5187650405
2017-12-20	14362.00349	2.40621E+11	6321730903
2017-12-21	13789.57565	2.31054E+11	4705440926
2017-12-22	11877.91596	1.99046E+11	10258231450
2017-12-23	12848.93558	2.1534E+11	4279704183
2017-12-24	12188.34458	2.04292E+11	3482824462
2017-12-25	12046.9663	2.01942E+11	2093443191
2017-12-26	14012.64858	2.34918E+11	3588671642
2017-12-27	13759.46252	2.30701E+11	4160443945
2017-12-28	12618.25081	2.1159E+11	4410359691
2017-12-29	12581.51792	2.10999E+11	3127793281
2017-12-30	11345.89764	1.90298E+11	2999236912
2017-12-31	12364.12445	2.07401E+11	2433902413
2018-01-01	11732.674	1.96832E+11	1952568777
2018-01-02	12700.01306	2.13088E+11	3423446756
2018-01-03	12977.10667	2.17762E+11	2756619198
2018-01-04	13237.23336	2.22155E+11	3494320372
2018-01-05	15243.92416	2.5586E+11	5217129715
2018-01-06	15249.52688	2.55986E+11	3525578437
2018-01-07	14154.66542	2.37636E+11	2529408623
2018-01-08	13284.21436	2.2305E+11	4806420099
2018-01-09	13078.59957	2.19624E+11	3531906528
2018-01-10	12969.19288	2.17814E+11	4155582553
2018-01-11	11677.87802	1.96155E+11	4848731095
2018-01-12	12109.6913	2.03434E+11	3299927814
2018-01-13	12454.021	2.09242E+11	2569155397
2018-01-14	11869.42768	1.99444E+11	2735249446
2018-01-15	11751.44205	1.97483E+11	2627977679
2018-01-16	9556.408113	1.60615E+11	7888156721
2018-01-17	9366.090105	1.57436E+11	8390184221
2018-01-18	9456.153823	1.5897E+11	5360364898
2018-01-19	9621.53215	1.6177E+11	3443715985
2018-01-20	10850.40254	1.82455E+11	3698950151
2018-01-21	9548.316146	1.60583E+11	3524070001
2018-01-22	8968.207245	1.50845E+11	4089840373
2018-01-23	8851.048916	1.48894E+11	3883124489
2018-01-24	9100.779191	1.53115E+11	2890993575
2018-01-25	9060.92437	1.52463E+11	2586640487
2018-01-26	8885.903995	1.49535E+11	3714000411
2018-01-27	9216.810171	1.55117E+11	2328548036
2018-01-28	9387.036349	1.58005E+11	2158838152
2018-01-29	9013.741087	1.51738E+11	1894603190
2018-01-30 00:05:18 UTC	8959.992868	1.50832E+11	1874678107
2018-01-31	8055.036506	1.35616E+11	3068062090
2018-02-01	8143.574459	1.37119E+11	2597025880
2018-02-02	7251.909082	1.22119E+11	3813227462
2018-02-03	7088.193004	1.19377E+11	5469406938
2018-02-04	7217.564663	1.2157E+11	2745863687
2018-02-05	6688.544917	1.12674E+11	2684176756
2018-02-06	5536.527103	93280582367	4293432759
2018-02-07	6226.756437	1.04923E+11	7390729402
2018-02-08 00:05:28 UTC	6207.016998	1.04601E+11	3964989920
2018-02-09	6694.197246	1.12822E+11	2602101324
2018-02-10	7061.234055	1.19021E+11	2416162209
2018-02-11	7002.339	1.1804E+11	2753413191
2018-02-12	6670.182865	1.12454E+11	2292081615
2018-02-13	7247.114688	1.22195E+11	2496015437
2018-02-14	6895.845475	1.16287E+11	2065544047
2018-02-15	7569.978605	1.27671E+11	2635268954
2018-02-16	8089.083194	1.36439E+11	3465465078
2018-02-17	8184.787717	1.38069E+11	2531564035
2018-02-18	8870.972802	1.49662E+11	2981924733
2018-02-19	8472.633926	1.42958E+11	3816578380
2018-02-20	8953.043269	1.51082E+11	2811095471
2018-02-21	9323.861344	1.57356E+11	3425084665
2018-02-22	8089.550647	1.36558E+11	3710606648
2018-02-23	8133.501665	1.373E+11	3750285447
2018-02-24	8378.212883	1.41446E+11	3260775955
2018-02-25	7924.059469	1.33792E+11	2818534805
2018-02-26	7891.866662	1.33266E+11	2232329894
2018-02-27	8411.287267	1.42051E+11	2962060783
2018-02-28	8751.712226	1.47818E+11	2776943229
2018-03-01	8485.227483	1.43335E+11	2609749010
2018-03-02	8851.577555	1.49541E+11	2357392971
2018-03-03	9009.584413	1.52227E+11	2461006779
2018-03-04	9218.721012	1.55782E+11	2451148551
2018-03-05	9148.765353	1.54617E+11	2091506740
2018-03-06	9341.714634	1.57895E+11	2183337773
2018-03-07	8641.679641	1.4608E+11	2915072641
2018-03-08	8055.044233	1.3618E+11	3944498165
2018-03-09	7654.746065	1.29427E+11	3272989355
2018-03-10	7537.144885	1.27453E+11	4449708179
2018-03-11	7223.944047	1.22169E+11	2649516976
2018-03-12	7725.95978	1.30673E+11	3148561593
2018-03-13	7482.877298	1.26578E+11	3257895670
2018-03-14	7436.588431	1.25809E+11	2928141874
2018-03-15	6715.999668	1.13631E+11	3250113043
2018-03-16	6793.388666	1.14952E+11	3715036297
2018-03-17	6928.939235	1.17259E+11	2497402320
2018-03-18	6557.60833	1.10987E+11	2107874776
2018-03-19	6691.624547	1.13269E+11	3526355451
2018-03-20	7001.855182	1.18534E+11	3465392390
2018-03-21	7289.284544	1.23411E+11	2902626316
2018-03-22	7265.57178	1.23023E+11	2495600668
2018-03-23	7087.480319	1.2002E+11	2378352007
2018-03-24	7139.933937	1.2092E+11	2327821206
2018-03-25	6977.097336	1.18176E+11	1978229761
2018-03-26	6861.677105	1.16233E+11	1672009767
2018-03-27	6571.81271	1.11335E+11	2385917222
2018-03-28	6316.619096	1.07024E+11	2138531116
2018-03-29	6444.424562	1.092E+11	1652576716
2018-03-30	5793.153772	98175343040	2991511889
2018-03-31	5594.098653	94813606080	3458567143
2018-04-01	5657.638832	95899524139	2080511388
2018-04-02	5551.809473	94116977912	2151712211
2018-04-03	5759.388387	97646974472	1832942540
2018-04-04	6079.494108	1.03087E+11	2249631707
2018-04-05	5572.176195	94494496270	2071043118
2018-04-06	5596.903878	94925028918	2097360402
2018-04-07	5394.612951	91503290014	1497807231
2018-04-08	5602.725263	95045679079	1510790427
2018-04-09	5693.080305	96590081392	1152172234
2018-04-10	5500.644232	93335206356	1978102318
2018-04-11	5523.63314	93729978390	1254110396
2018-04-12	5597.282939	94997785699	1282702363
2018-04-13	6356.187802	1.0789E+11	4039610894
2018-04-14	6358.198102	1.07937E+11	3168905122
2018-04-15	6400.312232	1.08664E+11	1859619949
2018-04-16	6696.697824	1.13709E+11	1906240917
2018-04-17	6485.521795	1.10135E+11	2224137802
2018-04-18	6363.613945	1.08077E+11	2013543941
2018-04-19	6541.304982	1.11108E+11	1879785774
2018-04-20	6705.438424	1.13911E+11	1962045881
2018-04-21	6903.040811	1.1728E+11	2404874626
2018-04-22	7214.424357	1.22585E+11	2612285440
2018-04-23	7144.692831	1.21414E+11	2039636929
2018-04-24	7273.930857	1.23624E+11	1806320692
2018-04-25	7939.907337	1.34958E+11	3594023213
2018-04-26	7251.007004	1.2326E+11	4538191089
2018-04-27	7615.787491	1.29474E+11	3177502008
2018-04-28	7360.43697	1.25146E+11	2337571793
2018-04-29	7615.059694	1.29488E+11	2475198028
2018-04-30	7693.298754	1.30833E+11	2332628053
2018-05-01	7612.817161	1.29479E+11	2076311653
2018-05-02	7526.050404	1.28018E+11	2219248454
2018-05-03	7634.62059	1.29879E+11	1824042235
2018-05-04	7966.859737	1.35545E+11	1024412537
2018-05-05	8049.319479	1.36963E+11	2252413125
2018-05-06	8157.910045	1.38826E+11	2186852224
2018-05-07	8014.944021	1.36407E+11	2196459871
2018-05-08	7800.112001	1.32765E+11	2318754179
2018-05-09	7709.758856	1.31241E+11	2068852623
2018-05-10	7807.75964	1.32925E+11	1995500386
2018-05-11	7528.165979	1.2818E+11	1980330733
2018-05-12	7029.570299	1.19701E+11	3116116820
2018-05-13	7090.486044	1.20753E+11	2504873151
2018-05-14	7264.606026	1.23732E+11	1910116615
2018-05-15	7288.916519	1.24158E+11	2634342742
2018-05-16	7164.919571	1.22059E+11	2186881838
2018-05-17	7060.761846	1.203E+11	2346702150
2018-05-18	6832.056751	1.16415E+11	1843399640
2018-05-19	6957.718541	1.18569E+11	1804916895
2018-05-20	6938.316992	1.18251E+11	1418388543
2018-05-21	7175.285195	1.22304E+11	1411446066
2018-05-22	7086.858282	1.2081E+11	1451892980
2018-05-23	6794.136595	1.15833E+11	1607519120
2018-05-24	6452.844542	1.10028E+11	2371624251
2018-05-25	6451.965933	1.10024E+11	2220429012
2018-05-26	6410.17347	1.09325E+11	1680759438
2018-05-27	6287.365721	1.07244E+11	1106239064
2018-05-28	6268.654575	1.06937E+11	1067123710
2018-05-29	6114.680169	1.04323E+11	1522586461
2018-05-30	6458.391584	1.10198E+11	1927881269
2018-05-31	6325.935968	1.07952E+11	1519102134
2018-06-01	6378.509884	1.08862E+11	1466223286
2018-06-02	6416.499264	1.09524E+11	1403742737
2018-06-03	6485.979124	1.10722E+11	1312389717
2018-06-04	6548.98106	1.11811E+11	1228189395
2018-06-05	6379.648671	1.08935E+11	1404791881
2018-06-06	6453.974865	1.10218E+11	1495619290
2018-06-07	6455.774738	1.10261E+11	1326457663
2018-06-08	6456.072086	1.10277E+11	1237911714
2018-06-09	6418.371456	1.09645E+11	1156185606
2018-06-10	6296.974886	1.07582E+11	936064716.6
2018-06-11	5742.162405	98112596611	2366015033
2018-06-12	5843.249347	99849737003	1676036197
2018-06-13	5602.557367	95747212375	1754155343
2018-06-14	5365.950891	91712954544	2178125980
2018-06-15	5745.776353	98216215264	2035689315
2018-06-16	5513.505943	94256278679	1498039501
2018-06-17	5575.47462	95327234863	1124463167
2018-06-18	5537.785813	94693783842	966944528.1
2018-06-19	5739.106246	98147899379	1504379493
2018-06-20	5787.707271	98990265460	1423011781
2018-06-21	5799.582091	99204531072	1404831283
2018-06-22	5764.794218	98621649453	1206388105
2018-06-23	5218.856312	89291891598	2513530957
2018-06-24	5288.163998	90488418250	1402042076
2018-06-25	5281.936599	90393214282	2102618960
2018-06-26	5333.722143	91289652023	3697451823
2018-06-27	5210.14799	89184317457	2787975363
2018-06-28	5290.673727	90570710220	1779307513
2018-06-29	5084.691066	87054548283	1667505692
2018-06-30	5283.294794	90464668020	2001124062
2018-07-01	5440.173795	93160528161	1783206918
2018-07-02	5406.726844	92597631447	2228325485
2018-07-03	5665.522377	97040058745	2914149187
2018-07-04	5573.199254	95466813274	2585018296
2018-07-05	5626.720112	96392957109	2668127847
2018-07-06	5590.10187	95775142668	2834592172
2018-07-07	5618.149167	96267053396	4034649956
2018-07-08	5751.336143	98560141365	5145638832
2018-07-09	5701.724844	97721434468	4267523953
2018-07-10	5655.751835	96943047778	4463193158
2018-07-11	5375.239379	92144836791	3716670508
2018-07-12	5458.102019	93574519730	3399236283
2018-07-13	5341.042604	91577249437	3030084629
2018-07-14	5341.348717	91591909492	3377676242
2018-07-15	5338.573646	91553132014	3170207619
2018-07-16	5437.54933	93259680443	2446900892
2018-07-17	5759.151032	98784126039	3894877286
2018-07-18	6267.915434	1.07523E+11	5315939273
2018-07-19	6298.918285	1.08069E+11	4159069056
2018-07-20	6385.856049	1.09574E+11	3524504773
2018-07-21	6249.723946	1.0725E+11	3177622407
2018-07-22	6291.363888	1.07975E+11	2466435752
2018-07-23	6299.444003	1.08128E+11	4870217383
2018-07-24	6589.828539	1.13127E+11	5304452998
2018-07-25	7208.170809	1.23756E+11	4785900655
2018-07-26	6938.947808	1.19149E+11	3481915607
2018-07-27	6809.667694	1.16943E+11	2945754693
2018-07-28	6978.229105	1.19852E+11	3105517767
2018-07-29	7018.620455	1.20559E+11	3134950821
2018-07-30	7031.379321	1.20793E+11	2228909674
2018-07-31	6991.898123	1.20126E+11	2987611831
2018-08-01	6620.025851	1.1375E+11	3999861218
2018-08-02	6526.603971	1.12156E+11	9937953012
2018-08-03	6508.750288	1.11862E+11	5899505995
2018-08-04	6400.122155	1.10008E+11	4819163259
2018-08-05	6052.422052	1.04045E+11	5140449070
2018-08-06	6086.012667	1.04635E+11	5180284390
2018-08-07	5991.880591	1.03026E+11	5993372958
2018-08-08	5784.379065	99469628502	5799843504
2018-08-09	5391.750605	92728405250	5886685024
2018-08-10	5668.040627	97490582194	5071444916
2018-08-11	5399.127407	92877069250	5893507957
2018-08-12	5432.948014	93470540184	4998408786
2018-08-13	5542.702686	95369333163	4830931541
2018-08-14	5511.070996	94835264712	4719692434
2018-08-15	5475.139208	94226598259	6327631685
2018-08-16	5526.40449	95039340764	5836574783
2018-08-17	5547.444938	95466519081	5260113962
2018-08-18	5734.87652	98701973618	5420024514
2018-08-19	5573.613066	95969554588	4905436697
2018-08-20	5661.142367	97469977678	4511402748
2018-08-21	5433.667531	93575769543	4855223044
2018-08-22	5587.6387	96241645479	4888885217
2018-08-23	5468.166884	94204166838	5832980103
2018-08-24	5650.027407	97323526362	5282027382
2018-08-25	5748.566064	99052673368	5945839954
2018-08-26	5792.991009	99823121430	4540851899
2018-08-27	5781.281466	99179583709	4481028189
2018-08-28	5916.229933	1.01481E+11	4660624697
2018-08-29	6053.15708	1.04348E+11	5343662690
2018-08-30	6018.804445	1.03753E+11	5104672211
2018-08-31	6022.670594	1.03837E+11	5648593124
2018-09-01	6052.196058	1.04366E+11	5132652377
2018-09-02	6210.346385	1.07117E+11	5389316582
2018-09-03	6298.547767	1.08652E+11	5725096413
2018-09-04	6251.044629	1.07788E+11	3884159188
2018-09-05	6351.974588	1.09584E+11	4612623725
2018-09-06	5814.853693	1.00228E+11	6047913555
2018-09-07	5591.496679	96401294312	5642978017
2018-09-08	5533.473541	95481602897	3825428346
2018-09-09	5346.11508	92257633698	3330796989
2018-09-10	5416.187634	93627236486	3611472022
2018-09-11	5440.394667	93873452642	3884974664
2018-09-12	5413.092079	93494690036	4311848182
2018-09-13	5445.186456	94012191632	4323513129
2018-09-14	5547.805768	95898930814	4265499510
2018-09-15	5589.230537	96594066294	4600870937
2018-09-16	5615.206559	96991098098	3694002624
2018-09-17	5596.492779	96660591750	4056061420
2018-09-18	5356.404321	92522747066	3943034908
2018-09-19	5434.348002	93864707178	3829600839
2018-09-20	5468.725717	94483103116	4609684332
2018-09-21	5513.343904	95264793651	4296477779
